Event ID,Event Date,Brief Description,What Happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Class,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-5609,26/02/2024,"Boat was pushed forward by a wave, the lower pontoon dug in and the boat capsized. There were no injuries or damage.",Capsize,Mount Maunganui,-37.6326581,176.1842244,Bay of Plenty,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5613,26/02/2024,Jet boat grounded. No injuries were sustained and passengers transferred to another vessel.,Grounding,Dart River,-44.69918255,168.3423726,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,6,NULL
EVT-5630,26/02/2024,Jetboat improperly secured to jetty was caught by current and drifted a short distance downstream.,Mooring line failure,"Arthurs Point, Shotover River",-44.98811188,168.6719519,Otago,At berth,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5.5,2004
EVT-5631,27/02/2024,Jet boat grounded in river after completing a spin in shallow water. There were no injuries or damage.,Grounding,"Oxenbridge Tunnel, Shotover River",-44.98542545,168.6701895,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5.8,NULL
EVT-5833,27/02/2024,"Wake of passing passenger ferry caused extreme movement of ferry heading in opposite direction, resulting in a passenger falling and injuring their shoulder.",Injury,Auckland Harbour,-36.87609597,174.8996781,Auckland,In harbour,Domestic Commercial,1,Passenger Ferry,MOSS,New Zealand,133,24.6,1996
EVT-5614,28/02/2024,Commercial vessel was checking crop when the hydraulic control pump for the jet drive failed. The boat dropped anchor and arranged for a tow.,Propulsion failure,Golden Bay Mussel Farms,-40.71240845,172.7063423,Tasman,Inshore,Domestic Commercial,0,Workboat,MOSS,New Zealand,NULL,11.5,2008
EVT-5615,28/02/2024,"Solo sailor's yacht sustained damage, and made way to shelter from incoming bad weather before attempting repairs.",Propulsion failure,Chatham Islands,-43.9524048,-176.9624997,Chatham Islands,Inshore,Recreational,0,Pleasure Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5620,28/02/2024,"Electronic control system for main engine developed fault, vessel then deployed anchor and system was restarted. Journey was resumed after restart.",Propulsion failure,Port Tarakohe Harbour Entrance,-40.82074172,172.8933572,Tasman,In harbour,Domestic Commercial,0,Aquaculture vessel,MOSS,New Zealand,NULL,18.5,2002
EVT-5618,29/02/2024,"Vessel transferring to another wharf, when coming alongside vessel made contact with the wharf.  Minor damage to both wharf and vessel.  No injuries.",Contact,Port of Otago,-45.81411789,170.6240941,Otago,At berth,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,1386,65,1986
EVT-5622,29/02/2024,Engineer fell two metres down an internal ladder. After CT scan and X-Rays they were found to have a mild concussion and was discharged back to the vessel.,Injury,"Beach Street Berth, Port Otago",-45.814008,170.627416,Otago,At berth,Domestic Commercial,1,Bulk carrier,ISM,Panama,19836,175.53,2012
EVT-5660,29/02/2024,Container ship experienced steering gear issues on approach to New Zealand. Steering gear pump #4 was not able to be started remotely from the bridge and had to be started locally.,Propulsion failure,Off shore North of NZ,179.3754136,-36.04344939,12NM to 200NM,Offshore,International Commercial,0,Container ship,ISM,Denmark,34202,237.3,2003
EVT-5619,1/03/2024,"While vessel was under maintenance, deckhand moved to open a window and fell approximately three metres through open hatch. Deckhand incurred a cut to the shin and was taken to hospital for check up.",Injury,"Queens Wharf, Wellington",-41.28379457,174.7803096,Wellington,At berth,Domestic Commercial,1,Passenger Ferry,MOSS,New Zealand,NULL,NULL,2021
EVT-5624,2/03/2024,Propeller of boat engine scraped across a bar. Occupants pushed boat into deeper water and then propeller was lowered and the vessel continued on.,Grounding,"Maketu Bar, Bay of Plenty",-37.75458448,176.4551817,Bay of Plenty,Inshore,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,NULL,NULL,2022
EVT-5626,2/03/2024,Loss of engagement on vessel due to suspected gear box fault so vessel secured safely and shut engines down before being towed back to wharf.  ,Propulsion failure,Crail Bay,-41.12331378,173.9780452,Marlborough,Inshore,Domestic Commercial,0,Aquaculture vessel,MOSS,New Zealand,NULL,21,1995
EVT-5644,2/03/2024,Passenger on chartered fishing trip was injured when a large wave hit the vessel.,Extreme vessel movement,Bluff,-46.74395543,168.265822,Southland,Inshore,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,19.39,13.74,1972
EVT-5646,2/03/2024,Dragon boat took on water and capsized. There were some minor injuries and no damage.,Capsize,Wellington Harbour,-41.28785654,174.7803175,Wellington,In harbour,Recreational,6,Canadian Canoe,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5652,4/03/2024,Crane driver on board cargo ship unlatched the side window of the crane when it dislodged from the frame and fell into the hold of the vessel. There were no injuries.,Equipment failure,Port of Tauranga,-37.65880447,176.18118,Bay of Plenty,At berth,International Commercial,0,Bulk carrier,ISM,Singapore,23224,NULL,NULL
EVT-5627,5/03/2024,Crew member required a medivac urgently due to a serious medical condition. ,Medical Event,"SE of East Head, Banks Peninsula",-43.82773891,173.2053189,Canterbury,Inshore,Domestic Commercial,1,Trawler,MOSS,New Zealand,4706,81.75,2018
EVT-5643,6/03/2024,Departing vessel worked engine up to Half Ahead then noticed the main engine RPM surging. Engineer requested for main engine to be limited to half speed.,Propulsion failure,Tauranga,-37.6582944,176.1624485,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Singapore,23224,NULL,NULL
EVT-5800,6/03/2024,Crew member sustained perforated eardrums after diving to a depth of approximately 10m to retrieve an object dropped overboard.,Injury,"Waikalabubu Bay, Motutapu Island",-36.76852255,174.9310891,Auckland,In harbour,Recreational,1,Sail training vessel,MOSS,New Zealand,NULL,25.62,NULL
EVT-5635,7/03/2024,Digger operator smelled smoke whilst stowing logs on ship. Fire was put out with a fire extinguisher and was found to have been caused by friction between a rubber seal and exhaust outlet.,Fire,"Berth 1, Napier Port",-39.47089403,176.9179111,Hawke's Bay,At berth,Domestic Commercial,0,General cargo/multi-purpose ship,ISM,Panama,23857,184.75,2011
EVT-5638,7/03/2024,"Crew member tripped while carrying a 20 Kg carton. The carton fell on an angle, with the corner striking the top of their finger. X-rays revealed a finger fracture.",Injury,Port Timaru,-44.38862193,171.256842,Canterbury,At berth,Domestic Commercial,1,Trawler,MOSS,New Zealand,4407,104.5,1991
EVT-5656,7/03/2024,Jet boat grounded after driver took wrong turn. There were no injuries or damage.,Grounding,Dart River,-44.81465019,168.3781558,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,4.6,NULL
EVT-5657,7/03/2024,Yacht ran aground on bar and was towed by Coastguard to safety. Yacht skipper sustained minor injuries.,Grounding,Bowentown Bar,-37.47009243,175.9870083,Bay of Plenty,River/harbour bar,Recreational,1,Pleasure Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5645,8/03/2024,"Barge was being assembled whilst tied to temporary wharf. Team member was seated, welding the base of the edge protection upright with their foot over the edge. As the swell lifted the pontoon their foot became stuck, causing a fracture.",Injury,Seaview,-41.25348449,174.9032056,Wellington,At berth,Domestic Commercial,1,Barge,Commercial - No System,New Zealand,NULL,24,NULL
EVT-5654,8/03/2024,Vessel moored at marina caught fire. Firefighters attempted to extinguish the fire but were unable to prevent it from sinking due to damage to its hull. There were no injuries.,Fire,Napier Marina,-39.48401215,176.8923676,Hawke's Bay,Marina/boat ramp,Recreational,0,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5655,8/03/2024,Boatie called for help after vessel became stranded on rocks. Coastguard attended and towed vessel.,Grounding,Lake Wakatipu,-45.057835,168.6105465,Otago,Lake,Recreational,0,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5671,8/03/2024,Ship's cook injured their elbow while loading supplies onto vessel.,Injury,Christchurch Port,-43.60498721,172.7160679,Canterbury,At berth,Domestic Commercial,1,Cargo ship,ISM,New Zealand,18358,175.41,2011
EVT-5639,9/03/2024,Vessel engine fouled with seaweed. Driver managed to push boat upstream and into deep water. Passengers were transferred to back up boat to complete trip.,Propulsion failure,Waikato River,-38.63886699,176.09213,Waikato,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5.6,2006
EVT-5640,10/03/2024,"Crew member tripped on the lower deck accommodation entryway, sustaining a broken leg.",Injury,Offshore from Stewart Island,-48.01434781,170.4124285,12NM to 200NM,Offshore,Domestic Commercial,1,Trolling vessel,MOSS,New Zealand,1079,46.5,1993
EVT-5649,10/03/2024,IRB driver hesitated in the breaking wave zone and then turned on a breaking wave causing the IRB to rollover. There were no injuries or damage.,Capsize,Ngarunui Beach,-37.81727665,174.8272683,Waikato,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5650,10/03/2024,IRB driver got caught on a shore break which caused the boat to flip towards the shore. There were no injuries or damage.,Capsize,Bethells Beach,-36.89278775,174.4424333,Auckland,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5651,10/03/2024,IRB driver turned to avoid a wave and collided with a lifeguard on a paddleboard. There were no injuries or damage.,Capsize,Brighton Beach,-45.94700338,170.3357989,Otago,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5641,11/03/2024,"Vessel engine fouled after entering area of dense kelp growth. Due to rough weather they called for assistance, with RCCNZ responding.",Propeller entangled,South Pacific Ocean,-44.31664025,174.280795,12NM to 200NM,Offshore,Recreational,0,Pleasure Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5662,11/03/2024,Launch with crew were travelling to fishing event and set anchor for the night. The anchor dragged and vessel grounded on rocks. Crew tried to push if off but it started taking on water. Coastguard was called and vessel was moved to another beach.,Grounding,Red Mercury Island/Whakau,-36.62593775,175.9255333,Waikato,Inshore,Recreational,0,Pleasure Launch,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5702,11/03/2024,"During loading of cargo onto bulk carrier, two strands of the crane's hoist wire snapped. Loading was halted immediately. There were no injuries.",Lifting/Cargo gear failure,Port of Tauranga,-37.64701634,176.1823043,Bay of Plenty,At berth,International Commercial,0,General cargo/multi-purpose ship,ISM,Liberia,22863,NULL,NULL
EVT-5663,12/03/2024,Steering arm linkage on a work boat broke on the outboard motor causing loss of steerage. New steering arm was installed before continuing journey.,Steering gear failure,Pelorus Sound,-41.07083179,173.9509199,Marlborough,In harbour,Domestic Commercial,0,Aquaculture vessel,MOSS,New Zealand,NULL,8,NULL
EVT-5664,12/03/2024,Work boat attempted to navigate bar 1.5 hours after low tide but still grounded. Boat was reversed out of the bar and then safely crossed into port 1.5 hours later.,Grounding,Whakatane Bar,-37.94341724,177.0102309,Bay of Plenty,River/harbour bar,Domestic Commercial,0,Aquaculture vessel,MOSS,New Zealand,NULL,NULL,2021
EVT-5659,13/03/2024,Main engine commenced an unplanned slow down whilst the telegraph was set at full ahead. Engine slowed to dead slow ahead RPM for around 5-6 minutes. Full ahead revs slowly regained and the pilotage was completed without further incident.,Propulsion failure,Otago Harbour,-45.7921403,170.7033827,Otago,In harbour,International Commercial,0,Chemical tanker,ISM,Singapore,29684,NULL,NULL
EVT-5678,13/03/2024,Rescue vessel went to aid of person who fell out of kayak and unable to refloat kayak. Safely returned to shore with kayak and paddle. No injuries.,Capsize,Snells Beach,-36.41784783,174.7310243,Auckland,Inshore,Recreational,0,Sea Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5686,13/03/2024,"Due to stairwell being blocked and man cage not available, Stevedores had to climb ladder to get out of hold. Second climber got to top of ladder when they lost footing and fell 1.8 m onto the deck, sustaining a knee injury.",Injury,Tauranga,-37.65180928,176.1821941,Bay of Plenty,At berth,International Commercial,1,General cargo/multi-purpose ship,ISM,Liberia,22863,NULL,NULL
EVT-5666,14/03/2024,Trawler lost propulsion when oil pump on gearbox failed. Another vessel was dispatched to assist and pump was replaced with spare. Vessel returned to port with no assistance required.,Propulsion failure,12 NM south of Cape Saunders,-45.96160638,170.5911968,Otago,Inshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,189,25.91,1973
EVT-5667,14/03/2024,"Vessel was crossing bar when one engine shut down and the other engine presented an alarm. Skipper shut down the vessel, then restarted port engine and finished transit of bar.",Chemical or harmful substance spill,"Patea River Bar, Taranaki",-39.77297921,174.4895944,Taranaki,River/harbour bar,Domestic Commercial,0,Patrol boat,MOSS,New Zealand,NULL,5.8,2009
EVT-5668,14/03/2024,"Stevedore was walking portside when their leg went through a gap in the walkway, resulting in minor bruising.",Injury,"Berth 8, Mt Maunganui Wharf",-37.65510365,176.1814698,Bay of Plenty,At berth,International Commercial,1,Container ship,ISM,Singapore,25483,199,2013
EVT-5665,15/03/2024,"Cruise ships thrusters malfunctioned as the ship was coming into port, this caused the ship to approach wharf too fast and the thruster alarm sounded. Tugs were positioned well to assist and crew acted immediately to correct vessel movement.",Propulsion failure,Auckland Harbour,-36.840243,174.7660178,Auckland,In harbour,International Commercial,0,NULL,ISM,Bahamas,108232,NULL,NULL
EVT-5709,15/03/2024,Near miss with another passenger vessel while coming into berth. Other vessel did not give way as per regulations engine was put into reverse to avoid collision.,Near miss/close quarters,"Downtown Ferry Terminal, Auckland",-36.84071171,174.7673142,Auckland,In harbour,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,14.4,2008
EVT-5709,15/03/2024,Near miss with another passenger vessel while coming into berth. Other vessel did not give way as per regulations engine was put into reverse to avoid collision.,Near miss/close quarters,"Downtown Ferry Terminal, Auckland",-36.84071171,174.7673142,Auckland,In harbour,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,340,35.1,2012
EVT-5672,16/03/2024,Maritime Radio received a call requesting urgent extraction of a passenger experiencing cardiac arrest. A rescue helicopter flew patient to hospital.,Medical Event,Foveaux Strait,-46.66936867,168.1944217,Southland,Inshore,International Commercial,1,Cruise ship,ISM,Bahamas,90090,NULL,2002
EVT-5679,16/03/2024,"Vessel dragged anchor overnight and made contact with rocks. No one onboard at the time of the accident but vessel sustained a small hole in the chine in aft hold and damage to the duck board rudder and propeller damage. 
",Grounding,"Big South Cape, Stewart Island",-47.24402019,167.420436,Southland,Inshore,Domestic Commercial,0,Cray/Rock Lobster vessel,MOSS,New Zealand,NULL,18.3,1997
EVT-5670,17/03/2024,Vessel departed berth and shortly after experienced a partial loss of power to some of the bridge electronics. Speed was reduced and systems were restarted which resolved the issue. There was no loss or propulsion or steering.,Equipment failure,Napier Harbour,-39.47189185,176.9138415,Hawke's Bay,In harbour,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,23.86,29.87,NULL
EVT-5673,17/03/2024,Steering jam due to a small stone getting wedged under the jet nozzle water cantering cone. Passengers transferred to another vessel to resume journey.,Steering gear failure,Waimakariri River ,-43.43633303,172.56055,Canterbury,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,7,NULL
EVT-5676,17/03/2024,"While performing a planned turn, jet boat beached in shallow water.  No injuries or damage.  Vessel continued on journey.",Grounding,Shotover River,-44.72293544,168.7121322,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5.5,NULL
EVT-5739,17/03/2024,"IRB driver hit a wave as it was peaking, the boat was then pushed backwards and went underwater, driver and crew fell out. There were no injuries or damage.",Person Overboard,Raglan,-37.8175029,174.8282443,Waikato,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5675,18/03/2024,"Vessel partially grounded on bar, and was refloated without damage or injuries.",Grounding,Westport Bar,-41.72626953,171.5876826,West Coast,River/harbour bar,Domestic Commercial,0,Dredger,MOSS,New Zealand,1001,55.15,1978
EVT-5677,18/03/2024,Jet boat has minor damage to the stern rub rail after making contact with a rock as vessel passed it. No injuries.,Contact,Shotover River,-44.7106155,168.7169349,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5.5,2017
EVT-5674,19/03/2024,"Dredger grounded after a stray line became entangled in the propellers. The skipper immediately turned the engine off and dropped anchor but the anchor dragged, and with no ability to steer the vessel beached.",Grounding,Leithfield Beach,-43.22665902,172.7483059,Canterbury,Inshore,Domestic Commercial,0,Fishing Dredger,MOSS,New Zealand,NULL,13,2006
EVT-5680,19/03/2024,"Jet boat ran aground on river bank. Operator able to push vessel back into river. No injuries, no damage.",Grounding,Dart River,-44.71179811,168.3421099,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,4.6,NULL
EVT-5684,19/03/2024,Crew member slipped and twisted their knee while working in the hold during unloading.,Injury,Lyttelton,-43.60456261,172.7180849,Canterbury,At berth,Domestic Commercial,1,Trawler,MOSS,New Zealand,4407,104.5,1989
EVT-5706,19/03/2024,"While moving vessel to a new berth, vessel took longer to stop which resulted in a near miss with another vessel.  No injuries, no damage.",Near miss/close quarters,Milford Sounds,-44.66820689,167.9264081,Southland,In harbour,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,280,25.3,1989
EVT-5681,20/03/2024,Discharging containers when one container fell approximately one meter.,Lifting/Cargo gear failure,Tauranga,-37.66677619,176.1657606,Bay of Plenty,At berth,International Commercial,0,Container ship,ISM,Liberia,9684,142.7,2009
EVT-5682,20/03/2024,Hydraulic pipe burst. Oil boom was deployed around vessel as additional precaution. A small amount of oil entered the water.,Oil Spill,Port Nelson,-41.25569153,173.2822344,Nelson,At berth,Domestic Commercial,0,Trawler,MOSS,New Zealand,555,37,1996
EVT-5688,21/03/2024,Recreational yacht ran aground and stranded on rocks.,Grounding,Christchurch,-43.62597055,172.7316775,Canterbury,In harbour,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5690,21/03/2024,Passenger sustained a back injury after vessel shifted heavily while crossing a large wave. Vessel returned to port and ambulance called.,Injury,Cathedral Cove,-36.83180369,175.7977938,Waikato,Inshore,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,NULL,8.5,1998
EVT-5692,21/03/2024,"Jet boat grounding during planned spin.  Passengers disembarked, vessel was pushed boat back into deeper water and continued on voyage.",Grounding,Dart River,-44.72609303,168.3274598,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,6,NULL
EVT-5693,21/03/2024,Vessel collided with a navigation marker in harbour. Damage to marker and boat. Two passengers injured. Vessel towed back to boat ramp.,Collision,Tauranga,-37.65905,176.163989,Bay of Plenty,In harbour,Recreational,2,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5699,21/03/2024,Emergency Medevac of seriously ill passenger.,Medical Event,Whangarei,-35.14416321,174.2410501,Northland,Inshore,International Commercial,1,Cruise ship,ISM,Malta,130818,NULL,NULL
EVT-5703,21/03/2024,"Boat was towing another vessel when it hit a bridge, there was not sufficient head room even though this had been assessed before passing through. The boat's superstructure was damaged. There were no injuries.",Collision,"Outboard Boating Club Bridge, Tamaki Drive",-36.85285106,174.8045485,Auckland,In harbour,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,10.2,2009
EVT-5707,21/03/2024,"Jetboat cruising up river, hit a sand bar and came to a sudden halt.  One crew member got thrown forward, hitting master on shoulder and then hitting his face and knee against side of vessel.  No medical attention required.",Grounding,Lake Dunstan,-45.05850448,169.1318898,Otago,Lake,Domestic Commercial,2,Workboat,MOSS,New Zealand,NULL,5,1992
EVT-5733,21/03/2024,"Hired kayak filled with water and was found to have a missing plug. Kayak was pulled into rocks and drained, and then operator arrived with replacement plug.",Flooded,North Hahei Beach,-36.82903142,175.805226,Waikato,Inshore,Domestic Commercial,0,Sea Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5736,21/03/2024,"Fisherman onboard dinghy was knocked overboard by a wave. Fisherman inflated their lifejacket and was clear when the dinghy collided against rocks, damaging its motor. Dinghy was towed to main vessel.",Person Overboard,Near Codfish Island,-46.76022391,167.5981301,Southland,Inshore,Domestic Commercial,0,Dinghy,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5694,22/03/2024,Jet boat ran aground during a planned turn. No damage or injuries and vessel continued voyage.,Grounding,Dart River,-44.65935355,168.3110128,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,7.3,NULL
EVT-5705,22/03/2024,"While travelling under a dam, jetboat overturned and made contact with a rock.  15 passengers transferred to another vessel.  No injuries and minor damage to vessel.",Contact,Queenstown,-45.02877083,168.7327711,Otago,Lake,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,7.2,2012
EVT-5708,22/03/2024,"During pre-departure engine room check, crew noticed engine start batteries overheated.  Engine turned off.  PPE gear worn and battery removed and replaced with new battery.  Voyage continued.",Equipment failure,Matakana Island,-37.62178759,176.0732792,Bay of Plenty,At berth,Domestic Commercial,0,Passenger/Vehicle Ferry,MOSS,New Zealand,66,30,2005
EVT-5695,23/03/2024,"During jet boat spin, passenger hit their head on the dashboard and was taken to afterhours medical professional.",Injury,Canterbury,-42.61290344,172.7630295,Canterbury,River,Domestic Commercial,1,Jetboat,SOP,New Zealand,NULL,NULL,NULL
EVT-5711,23/03/2024,Jet boat grounded during a planned turn in shallow waters.,Grounding,Shotover River,-44.73531286,168.7207103,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5.5,2004
EVT-5735,23/03/2024,"Driver of IRB underestimated the wave height causing the wave to impact the boat, the driver and crew person both lost their grip and fell out. There were no injuries or damage.",Person Overboard,"Waikouaiti Beach, Dunedin",-45.61537902,170.6740399,Otago,Inshore,Domestic Commercial,0,Patrol boat,Safety Case,New Zealand,NULL,NULL,NULL
EVT-5743,23/03/2024,"IRB hit wave and was pushed sideways and crew person was ejected from the boat, person got back in immediately. There was no injuries or damage.",Person Overboard,Waikouaiti Beach,-45.64440404,170.6599201,Otago,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5784,23/03/2024,Participant of waterski race event fell and fractured two back vertebrae.  ,Injury,Evans Bay,-41.29872123,174.8113396,Wellington,In harbour,Recreational,1,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5717,24/03/2024,"Collision between two IRBs during a race, the vessels were obscured from each other by the surf. There was no damage and minor bruising.",Collision,North of Dunedin,-45.62242389,170.6660845,Otago,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5717,24/03/2024,"Collision between two IRBs during a race, the vessels were obscured from each other by the surf. There was no damage and minor bruising.",Collision,North of Dunedin,-45.62242389,170.6660845,Otago,Inshore,Domestic Commercial,0,Patrol boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5722,24/03/2024,Snorkeler aspirated some seawater whilst on a commercial diving trip. Crew assisted person back to shore.,Injury,Deep Water Cove,-35.19238488,174.303984,Northland,Inshore,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,NULL,7.74,1979
EVT-5742,24/03/2024,Driver of IRB was coming out through surf when the crew person lost their grip and fell overboard.,Person Overboard,Waikouaiti Beach,-45.64438154,170.6599093,Otago,Inshore,Domestic Commercial,0,Patrol boat,Safety Case,New Zealand,NULL,NULL,NULL
EVT-5831,24/03/2024,"As crew person placed hand on the bow ladder railing, the ladder opened forwards and the crew member fell overboard into the water.",Person Overboard,Inside entrance to Manukau Harbour,-37.05484365,174.5125365,Auckland,In harbour,Domestic Commercial,0,Survey vessel,MOSS,New Zealand,NULL,7.7,2019
EVT-5701,25/03/2024,Container ship lost power to main engine whilst coming in to berth. Two tug boats were used to berth ship.,Propulsion failure,Auckland Harbour,-36.84224458,174.7829454,Auckland,In harbour,International Commercial,0,Container ship,ISM,Cyprus,9932,NULL,2014
EVT-5710,25/03/2024,Three people got onto yacht with no centre board or sails. Yacht started to sink and they were rescued by Coastguard.,Capsize,Raglan,-37.79245544,174.8650559,Waikato,Inshore,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5713,25/03/2024,Person suffering a medical event was evacuated by helicopter off a fishing charter.,Medical Event,Off Three Kings Islands,-34.20145648,172.1599325,Northland,Inshore,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,NULL,16.3,1993
EVT-5712,26/03/2024,"Crew member suffered a stroke whilst on board ship and was transported by ambulance to hospital, they were to be medically evacuated back to their home country after a few days.",Medical Event,Canterbury coast,-42.97124783,173.3498702,Canterbury,Inshore,International Commercial,0,Cruise ship,ISM,United Kingdom,144216,329.9,2017
EVT-5714,26/03/2024,Jet boat driver made a late decision to turn down a channel and ended up beaching. There was no damage or injuries.,Grounding,"Woodbine/Kinloch, Dart River",-44.57564242,168.34881,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,6,NULL
EVT-5730,26/03/2024,Charter vessel hit submerged object. The impact destroyed the sounder transducer. There were no injuries.,Hit submerged object,"North of Nine Pin Rock, Bay of Islands",-35.140764,174.144367,Northland,Inshore,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,16,NULL,1991
EVT-5716,27/03/2024,"Crew member caught finger in ponar sampling gear, and sustained a fractured finger.",Injury,"Bream Bay, Ruakaka",-35.88090077,174.5557342,Northland,Inshore,Domestic Commercial,1,Tugboat,MOSS,New Zealand,163,23.9,NULL
EVT-5731,27/03/2024,Jet boat driver was attempting a planned turn when the vessel grounded. There were no injuries or damage.,Grounding,"Kowhai Bush, Dart River",-44.63975889,168.3099968,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,6,NULL
EVT-5738,27/03/2024,"Wave smashed in window on fishing vessel, crew checked vessel and travelled to port once weather subsided. There were no injuries.",Extreme vessel movement,"Offshore, North East of Dunedin",173.1078686,-45.19520048,12NM to 200NM,Offshore,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,NULL,2003
EVT-5732,28/03/2024,Fatal medical event during a commercial operation.,Medical Event,Marsden Point,-35.83238592,174.4874783,Northland,At berth,International Commercial,0,Bulk carrier,ISM,Panama,21168,NULL,2016
EVT-5723,29/03/2024,Passenger on fishing charter fell back and hit their head.,Injury,North Cape,-34.41527867,173.0341716,Northland,Inshore,Domestic Commercial,1,Charter fishing vessel,MOSS,New Zealand,44,16,1985
EVT-5724,29/03/2024,Crew member was walking backwards down the gangway with the fuel hose and accidentally fell through the gap between the vessel and the gangway. Crew member was helped up and driven to medical centre and was assessed a with minor head injury.,Injury,Kaikoura,-42.42605,173.681269,Canterbury,Marina/boat ramp,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,NULL,NULL,2022
EVT-5728,30/03/2024,Skipper misjudged the current when entering river and the vessel was swept towards a pile. Vessel made contact with the pile. There were no injuries and minor paint damage to the pile and vessel.,Contact,Waihou River,-37.35800353,175.6472923,Waikato,River,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,8,1872
EVT-5859,30/03/2024,"500 litres of oil was spilled onto ferry during refuelling, most of the spill was contained onboard.",Oil Spill,Aotea Quay,-41.26979588,174.7874661,Wellington,At berth,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,21856,186,1997
EVT-5721,31/03/2024,Jet boat crashed on a Waita river. Two people were injured and attended to by ambulance service.,Collision,"500m from SH6, Waita River",169.1536982,-43.80928325,West Coast,River,Recreational,2,Jetboat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5729,31/03/2024,"During a training session the vessel picked up someone out of the water, and then capsized on the next wave due to failure to turn. There were no injuries or damage.",Capsize,Riversdale Beach,-41.08733633,176.0768742,Wellington,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
